Phone Number,Email,Credit Score,Age Group,Family Background,Income,Lead Source,Product Interest Level,Interaction Frequency,Time Since Last Interaction,Website Visit Count,Intent
+91-8816822404,user1108@example.com,560,26-35,Married,627608,Website,Medium,Medium,10,8,1
+91-9394703955,user1109@example.com,570,36-50,Married with Kids,766110,Cold Call,Low,Low,23,9,1
+91-7912114856,user1110@example.com,570,18-25,Single,727290,Referral,High,Low,16,7,0
+91-7295316046,user1111@example.com,520,18-25,Single,284535,Social Media,Medium,Medium,8,2,0
+91-7224991033,user1112@example.com,510,51+,Married with Kids,126572,Event,High,Medium,6,1,0
+91-7799140593,user1113@example.com,530,36-50,Married,380092,Event,High,High,3,6,0
+91-9332921331,user1114@example.com,560,36-50,Married with Kids,620114,Event,High,High,3,6,0
+91-9418285475,user1115@example.com,570,36-50,Married with Kids,740816,Referral,High,High,3,9,1
+91-9479163211,user1116@example.com,570,36-50,Married with Kids,794186,Event,High,High,2,8,0
+91-9387747566,user1117@example.com,510,18-25,Single,189051,Cold Call,Low,High,3,3,0
+91-7200929605,user1118@example.com,590,18-25,Single,914299,Social Media,Medium,Low,12,12,0
+91-7380474326,user1119@example.com,520,26-35,Married,291303,Event,High,Medium,4,2,1
+91-8137086571,user1120@example.com,580,26-35,Single,846716,Referral,High,Low,17,10,0
+91-9508448450,user1121@example.com,580,36-50,Married with Kids,881700,Social Media,Medium,High,1,10,0
+91-8687461392,user1122@example.com,530,36-50,Married with Kids,303305,Event,High,High,2,6,0
+91-8791781727,user1123@example.com,540,36-50,Married,406822,Website,Medium,Medium,5,7,0
+91-9179808043,user1124@example.com,590,26-35,Single,993993,Event,High,Low,26,12,0
+91-9904363477,user1125@example.com,580,51+,Married with Kids,899395,Cold Call,Low,High,2,11,0
+91-8878002337,user1126@example.com,550,51+,Married with Kids,557576,Social Media,Medium,High,3,6,0
+91-8738919488,user1127@example.com,560,26-35,Married,673722,Cold Call,Low,High,2,8,1
+91-9976747544,user1128@example.com,510,26-35,Single,166617,Website,Medium,High,2,2,1
+91-8712098487,user1129@example.com,570,26-35,Married,741857,Website,Medium,Low,24,10,0
+91-8818397808,user1130@example.com,580,26-35,Single,831672,Cold Call,Low,Low,11,11,1
+91-9066595952,user1131@example.com,590,26-35,Married,983784,Social Media,Medium,High,2,11,0
+91-8692303730,user1132@example.com,590,26-35,Married,966164,Website,Medium,Low,26,12,1
+91-7879735201,user1133@example.com,560,36-50,Married,610874,Website,Medium,High,3,6,0
+91-8383084105,user1134@example.com,540,36-50,Married with Kids,469792,Event,High,Medium,4,5,0
+91-9386466095,user1135@example.com,510,36-50,Married with Kids,181494,Referral,High,Medium,4,2,0
+91-8946863905,user1136@example.com,580,36-50,Married with Kids,844265,Website,Medium,Medium,6,10,0
+91-7412808229,user1137@example.com,570,26-35,Single,701513,Social Media,Medium,Low,30,10,0
+91-8495361425,user1138@example.com,510,51+,Married,182867,Social Media,Medium,High,3,3,0
+91-7239832623,user1139@example.com,520,18-25,Single,268600,Event,High,Medium,9,2,0
+91-8541123700,user1140@example.com,580,26-35,Married,879957,Social Media,Medium,Medium,8,10,1
+91-7841860894,user1141@example.com,590,18-25,Single,965404,Event,High,Low,27,9,0
+91-9376636747,user1142@example.com,550,51+,Married with Kids,558818,Website,Medium,Low,26,8,1
+91-8176366112,user1143@example.com,590,36-50,Married with Kids,982693,Website,Medium,Medium,10,11,1
+91-9077108296,user1144@example.com,570,51+,Married,715036,Website,Medium,High,1,8,0
+91-7602983950,user1145@example.com,530,26-35,Married,354265,Website,Medium,High,1,5,0
+91-8642950867,user1146@example.com,560,36-50,Married with Kids,619493,Referral,High,High,1,6,0
+91-7139359351,user1147@example.com,520,26-35,Married,264404,Referral,High,Medium,4,5,1
+91-8880443878,user1148@example.com,570,36-50,Married,753817,Website,Medium,Low,14,8,0
+91-8879395388,user1149@example.com,550,18-25,Single,584353,Social Media,Medium,High,2,5,1
+91-9621219615,user1150@example.com,530,18-25,Single,364395,Event,High,Medium,6,6,1
+91-7944176937,user1151@example.com,590,18-25,Single,985540,Cold Call,Low,Medium,4,9,1
+91-8115574507,user1152@example.com,570,51+,Married,782387,Event,High,Low,24,9,0
+91-7741445472,user1153@example.com,510,26-35,Single,197382,Cold Call,Low,High,2,4,0
+91-9158855304,user1154@example.com,550,51+,Married,579767,Cold Call,Low,Medium,9,7,1
+91-8439276505,user1155@example.com,510,18-25,Single,109583,Website,Medium,High,1,2,1
+91-9408967196,user1156@example.com,560,26-35,Married,674675,Cold Call,Low,High,3,6,0
+91-9490872939,user1157@example.com,530,18-25,Single,385248,Website,Medium,High,3,4,0
+91-7215503077,user1158@example.com,560,51+,Married,636512,Referral,High,Medium,5,9,0
+91-9227266616,user1159@example.com,590,51+,Married with Kids,947056,Social Media,Medium,High,2,9,0
+91-7261956709,user1160@example.com,550,51+,Married with Kids,549274,Cold Call,Low,Low,30,5,1
+91-8793455564,user1161@example.com,590,18-25,Single,990752,Social Media,Medium,Medium,6,12,0
+91-8317328626,user1162@example.com,530,26-35,Single,327444,Website,Medium,Medium,8,3,0
+91-9297934550,user1163@example.com,540,26-35,Married,440716,Cold Call,Low,High,2,7,0
+91-9784421315,user1164@example.com,590,18-25,Single,971901,Event,High,High,2,11,1
+91-7623464889,user1165@example.com,590,26-35,Married,964360,Referral,High,High,2,10,0
+91-7520948453,user1166@example.com,550,18-25,Single,566690,Referral,High,Medium,7,5,0
+91-9773315513,user1167@example.com,530,26-35,Married,366285,Cold Call,Low,Low,14,3,0
+91-7729450190,user1168@example.com,570,36-50,Married with Kids,778710,Referral,High,Low,24,7,0
+91-8045776901,user1169@example.com,550,36-50,Married,568298,Event,High,Medium,5,8,0
+91-9907882972,user1170@example.com,590,51+,Married,957303,Social Media,Medium,Low,12,12,0
+91-9295021322,user1171@example.com,520,36-50,Married,236149,Event,High,High,3,2,0
+91-7986558381,user1172@example.com,560,36-50,Married,670303,Referral,High,Medium,6,7,0
+91-8165035088,user1173@example.com,520,36-50,Married with Kids,271929,Social Media,Medium,Low,15,5,1
+91-7551362016,user1174@example.com,580,18-25,Single,856556,Event,High,Medium,5,9,0
+91-7896705074,user1175@example.com,520,36-50,Married with Kids,290912,Website,Medium,Low,16,3,0
+91-8435097393,user1176@example.com,590,36-50,Married with Kids,946334,Website,Medium,Medium,7,9,0
+91-8662687808,user1177@example.com,510,51+,Married,105577,Social Media,Medium,Low,30,4,0
+91-8705028125,user1178@example.com,590,36-50,Married,906434,Social Media,Medium,Medium,6,11,0
+91-9612577387,user1179@example.com,510,36-50,Married,150711,Social Media,Medium,Medium,5,4,1
+91-7257839499,user1180@example.com,560,26-35,Single,663739,Website,Medium,Medium,9,9,0
+91-8178325759,user1181@example.com,550,51+,Married with Kids,593027,Event,High,Medium,4,5,1
+91-9835447564,user1182@example.com,580,51+,Married with Kids,804463,Social Media,Medium,Medium,10,10,0
+91-8718078882,user1183@example.com,550,51+,Married with Kids,521863,Website,Medium,High,3,8,0
+91-8035519732,user1184@example.com,560,51+,Married,659119,Social Media,Medium,Medium,10,7,1
+91-9404097741,user1185@example.com,530,51+,Married,349402,Social Media,Medium,Medium,6,6,0
+91-8170301707,user1186@example.com,580,51+,Married with Kids,855664,Social Media,Medium,Medium,9,9,0
+91-8058552244,user1187@example.com,590,18-25,Single,982930,Website,Medium,Low,13,11,1
+91-8122984905,user1188@example.com,530,36-50,Married,344942,Event,High,Medium,4,4,0
+91-8301642814,user1189@example.com,510,51+,Married with Kids,195119,Website,Medium,High,3,1,0
+91-8004790510,user1190@example.com,590,36-50,Married with Kids,953262,Website,Medium,Medium,8,11,0
+91-8207463322,user1191@example.com,540,36-50,Married,442776,Social Media,Medium,Low,21,4,1
+91-9411424127,user1192@example.com,590,18-25,Single,923265,Cold Call,Low,Low,18,11,0
+91-8493995981,user1193@example.com,580,51+,Married with Kids,867754,Cold Call,Low,Medium,8,8,0
+91-7366253336,user1194@example.com,580,26-35,Married,848224,Cold Call,Low,Medium,9,8,1
+91-8908057553,user1195@example.com,590,18-25,Single,910830,Website,Medium,Medium,7,12,0
+91-7080859009,user1196@example.com,560,26-35,Single,685842,Social Media,Medium,Medium,7,8,0
+91-7800907447,user1197@example.com,510,36-50,Married,150755,Cold Call,Low,Low,20,1,1
+91-7360869896,user1198@example.com,520,36-50,Married with Kids,253412,Referral,High,Medium,5,2,0
+91-7665880411,user1199@example.com,590,18-25,Single,951426,Referral,High,Low,16,9,0
+91-9071553031,user1200@example.com,560,18-25,Single,688172,Referral,High,Low,28,8,0
+91-9032239053,user1201@example.com,590,26-35,Single,970793,Event,High,High,3,12,1
+91-9882655488,user1202@example.com,560,51+,Married,641770,Social Media,Medium,Low,21,6,0
+91-8497729596,user1203@example.com,510,26-35,Single,154225,Website,Medium,Medium,9,1,1
+91-8277869033,user1204@example.com,520,18-25,Single,289921,Website,Medium,Medium,4,5,0
+91-9952648880,user1205@example.com,560,26-35,Single,699142,Social Media,Medium,Medium,6,7,0
+91-9655279992,user1206@example.com,560,18-25,Single,665544,Event,High,Medium,7,6,0
+91-9224483249,user1207@example.com,530,26-35,Single,340617,Social Media,Medium,High,2,5,0
+91-7061789069,user1208@example.com,520,18-25,Single,208721,Event,High,High,2,2,0
+91-8726411431,user1209@example.com,570,18-25,Single,705398,Cold Call,Low,High,2,10,1
+91-8159245304,user1210@example.com,520,18-25,Single,213606,Cold Call,Low,High,2,5,0
+91-8146846055,user1211@example.com,560,51+,Married with Kids,638938,Event,High,Low,13,8,0
+91-8155335875,user1212@example.com,520,26-35,Single,277190,Social Media,Medium,High,2,3,1
+91-8939265638,user1213@example.com,510,26-35,Single,128930,Cold Call,Low,Low,18,2,0
+91-9743922258,user1214@example.com,580,26-35,Single,841067,Social Media,Medium,Medium,8,8,1
+91-9177239003,user1215@example.com,530,18-25,Single,360102,Cold Call,Low,Low,29,4,0
+91-9326455793,user1216@example.com,540,26-35,Married,462544,Social Media,Medium,Low,19,4,0
+91-9428491786,user1217@example.com,530,26-35,Married,373945,Social Media,Medium,High,3,3,1
+91-9290499083,user1218@example.com,560,18-25,Single,675648,Referral,High,Medium,9,6,1
+91-8965516034,user1219@example.com,590,36-50,Married,974340,Event,High,Medium,7,9,0
+91-8897913579,user1220@example.com,520,18-25,Single,247631,Website,Medium,High,3,4,0
+91-7908454557,user1221@example.com,530,26-35,Married,394478,Event,High,Low,21,6,0
+91-8759147222,user1222@example.com,530,18-25,Single,336545,Social Media,Medium,High,1,6,0
+91-8571244763,user1223@example.com,510,36-50,Married with Kids,113288,Social Media,Medium,Low,15,3,1
+91-7892444955,user1224@example.com,570,18-25,Single,777758,Event,High,High,1,8,0
+91-9928235311,user1225@example.com,530,26-35,Single,307302,Social Media,Medium,High,2,4,1
+91-8787348739,user1226@example.com,580,36-50,Married with Kids,898623,Cold Call,Low,Medium,9,8,0
+91-9803524626,user1227@example.com,530,51+,Married,380195,Social Media,Medium,Medium,7,4,0
+91-8213743384,user1228@example.com,510,26-35,Single,161715,Event,High,Medium,7,2,1
+91-7483608862,user1229@example.com,510,36-50,Married with Kids,110737,Event,High,High,3,2,0
+91-8243515631,user1230@example.com,560,36-50,Married with Kids,689428,Event,High,Medium,10,7,1
+91-8411639112,user1231@example.com,570,51+,Married with Kids,780611,Referral,High,Medium,4,7,0
+91-9278044621,user1232@example.com,520,18-25,Single,282047,Referral,High,High,1,2,0
+91-7801617732,user1233@example.com,530,18-25,Single,367291,Referral,High,Medium,10,5,0
+91-7994166013,user1234@example.com,560,26-35,Married,674796,Referral,High,Low,16,8,1
+91-8684454034,user1235@example.com,540,51+,Married with Kids,414368,Referral,High,Medium,8,4,0
+91-8130013833,user1236@example.com,530,18-25,Single,381787,Referral,High,Low,17,6,0
+91-7790475297,user1237@example.com,540,51+,Married with Kids,401111,Referral,High,Medium,4,5,0
+91-7694673673,user1238@example.com,520,18-25,Single,203535,Event,High,High,3,5,0
+91-7407307188,user1239@example.com,590,36-50,Married,927165,Website,Medium,High,1,9,0
+91-8399947361,user1240@example.com,530,18-25,Single,396952,Referral,High,Medium,9,4,0
+91-9341857475,user1241@example.com,560,51+,Married with Kids,612438,Event,High,Low,28,7,0
+91-8148024158,user1242@example.com,580,36-50,Married with Kids,822648,Website,Medium,Medium,7,10,0
+91-9423890857,user1243@example.com,560,36-50,Married,683247,Referral,High,High,2,6,1
+91-9235901890,user1244@example.com,540,36-50,Married with Kids,495065,Website,Medium,Medium,6,7,1
+91-8657976016,user1245@example.com,540,51+,Married,430322,Website,Medium,High,2,4,0
+91-7019306225,user1246@example.com,580,26-35,Married,822496,Cold Call,Low,Low,12,8,0
+91-7026689704,user1247@example.com,520,26-35,Married,291812,Social Media,Medium,Low,18,4,0
+91-7989323631,user1248@example.com,520,26-35,Married,212255,Cold Call,Low,High,2,2,0
+91-9793585208,user1249@example.com,570,51+,Married,710610,Website,Medium,Low,21,8,1
+91-8697366790,user1250@example.com,590,36-50,Married,930997,Event,High,High,2,12,0
+91-8109413911,user1251@example.com,560,26-35,Single,608522,Referral,High,High,2,7,0
+91-9884025891,user1252@example.com,510,51+,Married with Kids,101132,Social Media,Medium,High,2,4,1
+91-9986963866,user1253@example.com,570,26-35,Single,793619,Referral,High,Medium,10,7,0
+91-9765703811,user1254@example.com,580,18-25,Single,851972,Event,High,Low,17,8,0
+91-8986228016,user1255@example.com,590,26-35,Single,950100,Social Media,Medium,Medium,4,10,0
+91-7283219689,user1256@example.com,530,26-35,Single,359427,Cold Call,Low,Medium,6,3,0
+91-8015670553,user1257@example.com,550,36-50,Married,531779,Website,Medium,Low,16,8,0
+91-8358291114,user1258@example.com,550,51+,Married with Kids,585443,Event,High,Medium,5,8,0
+91-9764360463,user1259@example.com,570,36-50,Married,733123,Website,Medium,High,1,8,0
+91-7987177444,user1260@example.com,520,36-50,Married,242003,Website,Medium,Medium,6,2,1
+91-8669871757,user1261@example.com,580,36-50,Married,882516,Referral,High,High,1,10,0
+91-9760895855,user1262@example.com,560,36-50,Married,697457,Event,High,Low,13,8,0
+91-7396643146,user1263@example.com,530,36-50,Married with Kids,360529,Website,Medium,Medium,4,3,0
+91-7162967401,user1264@example.com,550,26-35,Married,543855,Cold Call,Low,Low,27,5,0
+91-8050326103,user1265@example.com,530,36-50,Married,353608,Social Media,Medium,High,3,6,0
+91-8287991444,user1266@example.com,580,36-50,Married,858673,Event,High,Medium,7,10,0
+91-9167654200,user1267@example.com,580,51+,Married,814261,Referral,High,High,2,8,0
+91-8216400899,user1268@example.com,570,18-25,Single,724705,Event,High,High,3,10,0
+91-7575390139,user1269@example.com,560,26-35,Single,625332,Referral,High,High,3,8,0
+91-8206238363,user1270@example.com,520,26-35,Married,277763,Social Media,Medium,Low,15,5,1
+91-9206076292,user1271@example.com,530,26-35,Married,331807,Cold Call,Low,Low,29,4,0
+91-7639285523,user1272@example.com,510,36-50,Married with Kids,124363,Website,Medium,Low,27,1,1
+91-7089379532,user1273@example.com,540,36-50,Married,408838,Event,High,Medium,8,7,0
+91-7711677498,user1274@example.com,540,36-50,Married,494798,Referral,High,High,1,4,0
+91-7952361201,user1275@example.com,590,51+,Married,907733,Social Media,Medium,Low,22,11,0
+91-8834834391,user1276@example.com,540,18-25,Single,436473,Website,Medium,High,2,4,1
+91-8535079553,user1277@example.com,510,36-50,Married,101620,Social Media,Medium,Low,26,1,1
+91-9353502223,user1278@example.com,540,18-25,Single,424368,Cold Call,Low,High,3,6,1
+91-7254239200,user1279@example.com,550,51+,Married with Kids,549871,Website,Medium,Low,17,7,1
+91-8573978001,user1280@example.com,510,26-35,Single,195419,Website,Medium,Low,26,1,0
+91-9586215226,user1281@example.com,570,36-50,Married,792894,Website,Medium,Low,15,9,1
+91-7660672645,user1282@example.com,550,18-25,Single,596712,Referral,High,Low,12,5,1
+91-9008851391,user1283@example.com,580,18-25,Single,826989,Website,Medium,High,2,8,0
+91-9197762815,user1284@example.com,590,36-50,Married,942288,Social Media,Medium,Low,20,12,1
+91-7127466411,user1285@example.com,520,26-35,Single,280324,Referral,High,Low,24,2,0
+91-8494447576,user1286@example.com,540,26-35,Married,417953,Website,Medium,Low,21,7,1
+91-8158818826,user1287@example.com,560,26-35,Married,646547,Social Media,Medium,High,3,7,1
+91-9446668954,user1288@example.com,510,51+,Married with Kids,120655,Social Media,Medium,Low,12,2,1
+91-8795392484,user1289@example.com,550,18-25,Single,550400,Event,High,High,1,7,1
+91-8383046966,user1290@example.com,510,18-25,Single,121602,Social Media,Medium,Medium,8,2,0
+91-7270768764,user1291@example.com,590,18-25,Single,972377,Cold Call,Low,High,3,10,0
+91-8317836637,user1292@example.com,570,51+,Married with Kids,766470,Website,Medium,Medium,7,9,0
+91-7919056958,user1293@example.com,590,18-25,Single,987278,Website,Medium,Low,16,11,0
+91-7345947673,user1294@example.com,540,51+,Married,442962,Website,Medium,Low,15,5,0
+91-9909355268,user1295@example.com,560,26-35,Married,625825,Social Media,Medium,High,3,9,0
+91-8522041418,user1296@example.com,550,36-50,Married with Kids,510354,Social Media,Medium,Low,14,6,0
+91-9589852822,user1297@example.com,580,18-25,Single,880498,Website,Medium,Low,11,10,1
+91-9279637056,user1298@example.com,580,18-25,Single,801562,Referral,High,High,2,9,1
